H,label
"[[2.59642860e-06,2.38363145e-06,2.65905812e-06,2.62554105e-06],
 [2.74642900e-06,2.53937937e-06,2.87940747e-06,2.82368604e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.44525400e-06,2.31439393e-06,2.48073637e-06,2.53057491e-06],
 [2.77737603e-06,2.46190738e-06,2.94124276e-06,2.70789305e-06],
 [2.88728340e-06,0.00000000e+00,3.04290335e-06,0.00000000e+00]]","[[ 0.02162892, 0.01997631, 0.01882574, 0.03481228],
 [ 0.05001349, 0.06054891, 0.05691492, 0.04121325],
 [ 0.01043138, 0.        , 0.00235234, 0.18066353],
 [ 0.04985767, 0.        , 0.04945566,-0.10038281],
 [ 0.0069472 , 0.        , 0.01448368, 0.16934792],
 [ 0.04952257, 0.        , 0.04315141,-0.10088793]]"
"[[2.45533705e-06,2.93212267e-06,2.49400167e-06,2.96399638e-06],
 [2.85321023e-06,3.03047139e-06,2.48053775e-06,2.86357136e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.36504967e-06,2.77783571e-06,2.41096230e-06,2.85024810e-06],
 [2.76836664e-06,2.95231672e-06,2.43431380e-06,2.72203691e-06],
 [2.83870100e-06,3.29289704e-06,0.00000000e+00,0.00000000e+00]]","[[-0.03176521, 0.04263145,-0.02357406, 0.05493934],
 [ 0.02857407, 0.03564945, 0.02058155, 0.01946564],
 [ 0.0493562 , 0.        , 0.05139454, 0.1633005 ],
 [ 0.07511686, 0.        , 0.0700646 , 0.17329095],
 [ 0.0615461 , 0.        , 0.05795408,-0.10077083],
 [ 0.00577901, 0.        , 0.00848546,-0.09767462]]"
"[[2.56750075e-06,2.60354581e-06,2.46679926e-06,2.23375298e-06],
 [2.70610442e-06,3.00731738e-06,2.58525121e-06,2.22110902e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.48473471e-06,2.44260472e-06,2.38801752e-06,2.16700262e-06],
 [2.59536798e-06,3.01658403e-06,2.50571172e-06,2.21721204e-06],
 [0.00000000e+00,3.06372777e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.06914391, 0.08356019, 0.06710618, 0.07511756],
 [ 0.00948363, 0.05183485, 0.00713533, 0.06911632],
 [ 0.06858375, 0.        , 0.06652033,-0.01447178],
 [ 0.0855465 , 0.        , 0.08491041, 0.50356098],
 [ 0.09385508, 0.        , 0.07020066,-0.01170347],
 [ 0.01778305, 0.        , 0.01989238,-0.01098175]]"
"[[2.29213805e-06,2.70930317e-06,2.44964855e-06,2.60954026e-06],
 [2.51715170e-06,2.66230390e-06,2.36172227e-06,2.51078658e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.19089409e-06,2.61142610e-06,2.39959248e-06,2.53328141e-06],
 [2.50892415e-06,2.57963341e-06,2.28014715e-06,2.43453915e-06],
 [2.53341900e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.00531993, 0.06147335, 0.00364205, 0.05653876],
 [ 0.0666062 , 0.06247896, 0.05774532, 0.0614019 ],
 [ 0.07202577, 0.        , 0.07978193, 0.49811906],
 [ 0.07544544, 0.        , 0.07252314,-0.01343793],
 [ 0.01952727, 0.        , 0.02255165,-0.01133614],
 [ 0.07583185, 0.        , 0.07355491,-0.01160666]]"
"[[2.27956338e-06,2.55409233e-06,2.50194891e-06,2.45798196e-06],
 [2.41720049e-06,2.55759829e-06,2.81712079e-06,2.97899851e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.24429630e-06,2.44021976e-06,2.37126641e-06,2.30529860e-06],
 [2.30870917e-06,2.55502060e-06,2.80254090e-06,2.99311962e-06],
 [0.00000000e+00,0.00000000e+00,2.86106016e-06,2.93796143e-06]]","[[ 0.0469061 , 0.01279886, 0.07589474, 0.01306812],
 [ 0.07822226, 0.03895784, 0.06124356, 0.05073803],
 [ 0.01954269, 0.        , 0.01746665,-0.11917711],
 [-0.01249362, 0.        ,-0.01811432,-0.11282173],
 [ 0.06440306, 0.        , 0.01974319, 0.15627175],
 [ 0.02533885, 0.        , 0.04241102, 0.1483689 ]]"
"[[2.81079255e-06,2.21423152e-06,2.65932421e-06,2.39226885e-06],
 [2.60474820e-06,2.27522860e-06,2.70251147e-06,2.50084233e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.72414262e-06,2.12015799e-06,2.62445218e-06,2.30852285e-06],
 [2.50761496e-06,2.29635623e-06,2.44437533e-06,2.45686385e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.14581915,0.10339013,0.13234492,0.02480148],
 [0.03856917,0.0979118 ,0.02860946,0.11417814],
 [0.07199363,0.        ,0.0928235 ,0.        ],
 [0.04168427,0.        ,0.03680223,0.        ],
 [0.00681388,0.        ,0.0043628 ,0.        ],
 [0.06522499,0.        ,0.15304978,0.        ]]"
"[[2.45676533e-06,2.27096913e-06,2.61387224e-06,2.42200103e-06],
 [2.51989637e-06,2.38871065e-06,2.84480650e-06,2.48647225e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.39230157e-06,2.21408116e-06,2.47480748e-06,2.36289521e-06],
 [2.42195282e-06,2.32692680e-06,2.82825289e-06,2.38778440e-06],
 [0.00000000e+00,0.00000000e+00,2.95096566e-06,0.00000000e+00]]","[[ 0.08260778, 0.01518396, 0.08022605, 0.01705098],
 [ 0.06174714, 0.07173454, 0.06098122, 0.06348737],
 [ 0.01083122, 0.        , 0.00853765,-0.01448544],
 [ 0.07862404, 0.        , 0.07815067,-0.01164712],
 [ 0.07159459, 0.        , 0.063047  , 0.50571839],
 [ 0.07983728, 0.        , 0.0870808 ,-0.01185494]]"
"[[2.38880768e-06,2.43295633e-06,2.44628023e-06,2.32807337e-06],
 [2.45169672e-06,2.59832363e-06,2.42774550e-06,2.40346887e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.29563344e-06,2.36634119e-06,2.37452872e-06,2.28456144e-06],
 [2.43727784e-06,2.49697025e-06,2.37355231e-06,2.29858608e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.0687778 ,0.04233446,0.04414902,0.04650761],
 [0.0466986 ,0.0835525 ,0.04762271,0.05002875],
 [0.11229285,0.        ,0.1069644 ,0.        ],
 [0.0760717 ,0.        ,0.09713862,0.        ],
 [0.05963477,0.        ,0.13391382,0.        ],
 [0.12735253,0.        ,0.08363974,0.        ]]"
"[[2.45804191e-06,2.40014085e-06,2.46131843e-06,2.66297550e-06],
 [2.67472666e-06,2.44764058e-06,2.52937960e-06,2.76177854e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.34733100e-06,2.30559360e-06,2.41291702e-06,2.52402934e-06],
 [2.64706622e-06,2.43697411e-06,2.38836450e-06,2.75516270e-06],
 [2.72527861e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.01010482, 0.07128562, 0.00941188, 0.03792524],
 [ 0.06893915, 0.07139096, 0.06309677, 0.09069775],
 [ 0.07100216, 0.        , 0.0893337 , 0.49595324],
 [ 0.06216125, 0.        , 0.04682222,-0.01274806],
 [ 0.016994  , 0.        , 0.01815467,-0.01127909],
 [ 0.06125693, 0.        , 0.07590912,-0.01178247]]"
"[[2.16333063e-06,2.46083459e-06,2.45369206e-06,2.94275155e-06],
 [2.25197328e-06,2.57003307e-06,2.72359681e-06,2.69043569e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.10453362e-06,2.36659768e-06,2.33389378e-06,2.84133419e-06],
 [2.22380944e-06,2.52735050e-06,2.70666470e-06,2.58382368e-06],
 [0.00000000e+00,0.00000000e+00,2.76503702e-06,0.00000000e+00]]","[[ 0.04224084, 0.01592751, 0.04764464, 0.01695113],
 [ 0.04931099, 0.03060253, 0.04470017, 0.0190872 ],
 [ 0.00753601, 0.        , 0.00614098,-0.01373749],
 [ 0.11350197, 0.        , 0.10728372,-0.01195773],
 [ 0.08669744, 0.        , 0.09767527, 0.50105754],
 [ 0.08834207, 0.        , 0.09000011,-0.0120806 ]]"
"[[2.35481741e-06,2.76527050e-06,2.29896837e-06,2.42669953e-06],
 [2.54134198e-06,2.92767221e-06,2.42793419e-06,2.60845055e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.24259294e-06,2.66620443e-06,2.18053094e-06,2.30959394e-06],
 [2.54421597e-06,2.76970450e-06,2.45973940e-06,2.60624711e-06],
 [2.58336573e-06,0.00000000e+00,0.00000000e+00,2.66782861e-06]]","[[ 0.01074403, 0.04203551, 0.01050625, 0.0733669 ],
 [ 0.05760012, 0.01892841, 0.06318684, 0.02214055],
 [ 0.04373956, 0.        , 0.03503142, 0.18141015],
 [ 0.016131  , 0.        , 0.01452061,-0.0979993 ],
 [ 0.01682341, 0.        , 0.02354312,-0.09892638],
 [ 0.05970652, 0.        , 0.01926324, 0.1688445 ]]"
"[[2.40755874e-06,2.67289122e-06,2.71719363e-06,2.56620036e-06],
 [2.51759867e-06,2.91407992e-06,2.80368096e-06,2.97290744e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.35761616e-06,2.53248199e-06,2.59815735e-06,2.45173996e-06],
 [2.39465292e-06,2.87869126e-06,2.73285553e-06,2.89263398e-06],
 [0.00000000e+00,3.03395599e-06,0.00000000e+00,2.98792110e-06]]","[[ 0.05546093, 0.0419856 , 0.07980663, 0.0505828 ],
 [ 0.01957822, 0.03636335, 0.01270051, 0.03177143],
 [ 0.06302057, 0.        , 0.04894856,-0.11962099],
 [-0.00605301, 0.        ,-0.00473584, 0.15839676],
 [ 0.04836865, 0.        , 0.02120487,-0.11725923],
 [ 0.00729713, 0.        , 0.0181224 , 0.15321136]]"
"[[2.82722214e-06,2.54217464e-06,2.58276666e-06,2.70589029e-06],
 [2.62181309e-06,2.65854115e-06,2.39298393e-06,2.73265598e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.71288188e-06,2.44919388e-06,2.44944506e-06,2.60835768e-06],
 [2.58450193e-06,2.58512913e-06,2.49053019e-06,2.62889288e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.13213744,0.01945166,0.13446954,0.1011376 ],
 [0.01913464,0.1174986 ,0.02358617,0.0631295 ],
 [0.09442176,0.        ,0.07000444,0.        ],
 [0.05153445,0.        ,0.05779819,0.        ],
 [0.00994262,0.        ,0.00772392,0.        ],
 [0.14672751,0.        ,0.09489694,0.        ]]"
"[[2.28408248e-06,2.88606701e-06,2.57196559e-06,2.83361161e-06],
 [2.32332000e-06,2.60561700e-06,2.59157372e-06,3.02185236e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.19669442e-06,2.80552177e-06,2.50356718e-06,2.74229447e-06],
 [2.32837293e-06,2.48843505e-06,2.47051930e-06,2.80625954e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.16516635e-06]]","[[ 0.03249723, 0.0921345 , 0.02389719, 0.06358645],
 [ 0.10854283, 0.01575219, 0.10801172, 0.01235163],
 [ 0.05766175, 0.        , 0.05938789,-0.01377954],
 [ 0.00941581, 0.        , 0.0090774 ,-0.01193543],
 [ 0.07665509, 0.        , 0.14028447,-0.01186873],
 [ 0.0296738 , 0.        , 0.01971025, 0.49961276]]"
"[[2.30411680e-06,2.50622034e-06,2.61905229e-06,2.23920269e-06],
 [2.49796830e-06,2.47887697e-06,2.61839546e-06,2.31937027e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.23388604e-06,2.45518460e-06,2.50939687e-06,2.17732448e-06],
 [2.44430476e-06,2.35162340e-06,2.58525820e-06,2.27965799e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.0111877 ,0.0546546 ,0.0112861 ,0.06842109],
 [0.10710543,0.0770872 ,0.13118022,0.08639507],
 [0.10401817,0.        ,0.0747327 ,0.        ],
 [0.06562284,0.        ,0.06668721,0.        ],
 [0.13234782,0.        ,0.13493548,0.        ],
 [0.04318522,0.        ,0.01605509,0.        ]]"
"[[2.33759806e-06,2.48769796e-06,2.28121995e-06,2.65207162e-06],
 [2.62862887e-06,2.63045480e-06,2.30733929e-06,2.69120186e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.22253639e-06,2.41270252e-06,2.23693033e-06,2.49067967e-06],
 [2.62530863e-06,2.53090610e-06,2.22902821e-06,2.75338314e-06],
 [2.64041178e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.00881499, 0.05902103, 0.00798823, 0.0439558 ],
 [ 0.05927751, 0.0582365 , 0.06204212, 0.09743507],
 [ 0.07462371, 0.        , 0.09174559, 0.49438401],
 [ 0.06960512, 0.        , 0.04729704,-0.01287525],
 [ 0.0195125 , 0.        , 0.02068969,-0.01077578],
 [ 0.08794644, 0.        , 0.0624116 ,-0.01159673]]"
"[[2.52887451e-06,2.74975574e-06,2.33186211e-06,2.42868498e-06],
 [2.55251069e-06,3.08451359e-06,2.52762807e-06,2.39313632e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.46125085e-06,2.62607176e-06,2.23805465e-06,2.34867438e-06],
 [2.44525101e-06,2.96080146e-06,2.50399532e-06,2.36972239e-06],
 [0.00000000e+00,3.18241593e-06,2.55031120e-06,0.00000000e+00]]","[[ 6.23637053e-02, 1.80605067e-02, 6.83288113e-02, 3.15440624e-02],
 [ 3.08881180e-03, 3.46178681e-02,-1.61800442e-05, 4.87478162e-02],
 [ 1.22389617e-02, 0.00000000e+00, 1.14119093e-02,-1.21465412e-01],
 [ 6.41691102e-02, 0.00000000e+00, 6.03952745e-02, 1.61696277e-01],
 [ 5.32703427e-02, 0.00000000e+00, 2.71777153e-02, 1.46071398e-01],
 [ 3.45589394e-02, 0.00000000e+00, 2.07785012e-02,-1.14762211e-01]]"
"[[2.92072252e-06,2.23546601e-06,2.47292937e-06,2.46488205e-06],
 [2.92326976e-06,2.41756847e-06,2.59808557e-06,2.64149385e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.78247831e-06,2.16766917e-06,2.38114951e-06,2.38576062e-06],
 [2.83402762e-06,2.38032361e-06,2.54335624e-06,2.55399624e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.1519451 ,0.08365698,0.11254305,0.08776467],
 [0.04166969,0.10583095,0.05049341,0.08313059],
 [0.07066119,0.        ,0.07280151,0.        ],
 [0.05811241,0.        ,0.06637595,0.        ],
 [0.03308676,0.        ,0.02444842,0.        ],
 [0.0954927 ,0.        ,0.11917143,0.        ]]"
"[[2.19223573e-06,2.65656439e-06,2.68442839e-06,2.55282471e-06],
 [0.00000000e+00,2.67228932e-06,2.84663988e-06,2.70970768e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.13271800e-06,2.53842438e-06,2.56780521e-06,2.42301833e-06],
 [2.36071611e-06,2.64051571e-06,2.76606169e-06,2.70522681e-06],
 [2.39463652e-06,0.00000000e+00,0.00000000e+00,2.81391618e-06]]","[[ 0.05621302, 0.07193756, 0.05955984, 0.05375719],
 [ 0.06353696, 0.07678328, 0.05872646,-0.00506925],
 [ 0.03906778, 0.        , 0.03766773, 0.09044127],
 [-0.00894108, 0.        ,-0.01074029,-0.08569924],
 [-0.16038963, 0.        , 0.07277758,-0.08111641],
 [ 0.04725917, 0.        , 0.03435876, 0.18088931]]"
"[[2.59795135e-06,2.35027347e-06,2.82834270e-06,2.63719761e-06],
 [2.51863136e-06,2.69434316e-06,2.66086000e-06,2.61589503e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.53447645e-06,2.27317679e-06,2.62639511e-06,2.54515923e-06],
 [2.40610973e-06,2.63066479e-06,2.80908542e-06,2.54021110e-06],
 [0.00000000e+00,2.67956068e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.07535624, 0.04114508, 0.1067158 , 0.11483155],
 [ 0.00343727, 0.08651541, 0.00447753, 0.05635479],
 [ 0.07345026, 0.        , 0.04231554,-0.01412294],
 [ 0.06269058, 0.        , 0.06745222, 0.50482162],
 [ 0.06910683, 0.        , 0.02302578,-0.0123975 ],
 [ 0.01664785, 0.        , 0.01510323,-0.01213619]]"
"[[2.58944968e-06,2.39548449e-06,2.38927317e-06,2.36340956e-06],
 [2.44078125e-06,2.67611254e-06,2.71857221e-06,2.49768286e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.52347795e-06,2.29770214e-06,2.29946291e-06,2.27489674e-06],
 [2.36968069e-06,2.63426564e-06,2.66163953e-06,2.46606596e-06],
 [0.00000000e+00,2.69083223e-06,2.71561162e-06,0.00000000e+00]]","[[ 0.1105863 , 0.03202007, 0.11898414, 0.02893715],
 [ 0.00810342, 0.06642572, 0.00569332, 0.07269892],
 [ 0.00108701, 0.        , 0.00138078,-0.10786699],
 [ 0.03164383, 0.        , 0.02665165, 0.15356206],
 [-0.00951631, 0.        ,-0.01887074, 0.15308082],
 [ 0.02408871, 0.        , 0.02642251,-0.11720781]]"
"[[2.44820209e-06,2.72202845e-06,2.13199303e-06,2.32475825e-06],
 [2.42949837e-06,2.75924717e-06,0.00000000e+00,2.32915720e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.39856770e-06,2.61310648e-06,2.10412391e-06,2.27242857e-06],
 [2.31863755e-06,2.67419816e-06,2.20391370e-06,2.26230847e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.06490309,-0.18390855, 0.08023385, 0.10059421],
 [ 0.04952953, 0.09747409, 0.02806911, 0.05144135],
 [ 0.07549514, 0.        , 0.07699805, 0.        ],
 [ 0.050325  , 0.        , 0.05423352, 0.        ],
 [ 0.10111354, 0.        , 0.00755013, 0.        ],
 [ 0.1103672 , 0.        , 0.06703408, 0.        ]]"
"[[2.51590401e-06,2.28298439e-06,2.48474598e-06,2.67618099e-06],
 [2.62244146e-06,2.36171481e-06,2.51964587e-06,2.95749529e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.44610712e-06,2.19646404e-06,2.39302932e-06,2.55304417e-06],
 [2.50669357e-06,2.35531427e-06,2.48172475e-06,2.87306606e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.05043146e-06]]","[[ 0.07272938, 0.06562821, 0.07948288, 0.06931916],
 [ 0.06651346, 0.01621524, 0.06123011, 0.01552173],
 [ 0.08176419, 0.        , 0.07593146,-0.0145204 ],
 [ 0.010601  , 0.        , 0.00933408,-0.0114968 ],
 [ 0.08897428, 0.        , 0.05646985,-0.01184065],
 [ 0.07108001, 0.        , 0.0908055 , 0.50549906]]"
"[[2.93525877e-06,2.43989285e-06,2.53381817e-06,2.33531677e-06],
 [2.70331725e-06,2.46425073e-06,2.39181080e-06,2.27079302e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.79994749e-06,2.33859352e-06,2.49644953e-06,2.28155412e-06],
 [2.67449803e-06,2.46303373e-06,2.26261102e-06,2.23210287e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.13237196,0.06396594,0.08284687,0.02634987],
 [0.03286472,0.0856597 ,0.02385433,0.08084589],
 [0.08582079,0.        ,0.12433736,0.        ],
 [0.06274445,0.        ,0.07332726,0.        ],
 [0.04143879,0.        ,0.05003582,0.        ],
 [0.09967654,0.        ,0.1466057 ,0.        ]]"
"[[2.68973712e-06,2.66362166e-06,2.41359166e-06,2.48353582e-06],
 [2.61490833e-06,2.73960635e-06,2.49833818e-06,2.69415629e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.55641603e-06,2.52903905e-06,2.33587812e-06,2.33297259e-06],
 [2.63267292e-06,2.72800190e-06,2.44028451e-06,2.73944755e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.78909608e-06]]","[[ 0.09972842, 0.08504974, 0.08680486, 0.06589451],
 [ 0.06431016, 0.01423649, 0.05634338, 0.01585128],
 [ 0.0612678 , 0.        , 0.07111944,-0.01440633],
 [ 0.00842397, 0.        , 0.00692441,-0.01223141],
 [ 0.04452083, 0.        , 0.05914396,-0.01169864],
 [ 0.08041268, 0.        , 0.08408433, 0.50632287]]"
"[[2.19592777e-06,2.37320048e-06,2.76204802e-06,2.60441514e-06],
 [2.24913341e-06,2.48277953e-06,2.53945451e-06,2.87556236e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.10707581e-06,2.30764970e-06,2.66613089e-06,2.53484951e-06],
 [2.26697008e-06,2.40721905e-06,2.49660606e-06,2.69590774e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.91865311e-06]]","[[ 0.04758622, 0.03174788, 0.03981665, 0.03003603],
 [ 0.04993947, 0.01703721, 0.05335007, 0.01296765],
 [ 0.10945384, 0.        , 0.10304979,-0.01393954],
 [ 0.00905056, 0.        , 0.00926455,-0.01188111],
 [ 0.07476245, 0.        , 0.11531735,-0.01209917],
 [ 0.09922296, 0.        , 0.07291705, 0.50177947]]"
"[[2.22957481e-06,2.56792362e-06,2.50507987e-06,2.64306563e-06],
 [2.39277583e-06,2.50472507e-06,2.59508523e-06,2.70281954e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.11501877e-06,2.49187059e-06,2.37090844e-06,2.56270021e-06],
 [2.41748662e-06,2.43133800e-06,2.62701116e-06,2.57331302e-06],
 [2.42649728e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.00690391, 0.067587  , 0.00553733, 0.11193534],
 [ 0.08400449, 0.07856787, 0.09073277, 0.04841724],
 [ 0.04663435, 0.        , 0.03293799, 0.49806208],
 [ 0.06600994, 0.        , 0.07021587,-0.01305479],
 [ 0.0138588 , 0.        , 0.0184271 ,-0.0118001 ],
 [ 0.04756951, 0.        , 0.03921847,-0.01183379]]"
"[[2.29099718e-06,2.71076853e-06,2.31781709e-06,2.49042323e-06],
 [2.28705837e-06,2.83211658e-06,2.44727318e-06,2.59814519e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.26534853e-06,2.61623979e-06,2.18851899e-06,2.39536955e-06],
 [2.16056503e-06,2.69560235e-06,2.49452408e-06,2.54837086e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.09698778, 0.05854721, 0.17376907, 0.16962255],
 [ 0.07458437, 0.08517539, 0.0595836 , 0.08310369],
 [ 0.03370099, 0.        , 0.01149471, 0.        ],
 [ 0.06549184, 0.        , 0.04933836, 0.        ],
 [ 0.02301   , 0.        ,-0.01534767, 0.        ],
 [ 0.10233814, 0.        , 0.04911388, 0.        ]]"
"[[2.93895757e-06,2.63162813e-06,2.49535087e-06,2.30752483e-06],
 [3.05453015e-06,2.77497570e-06,2.74895124e-06,2.34658901e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.84696238e-06,2.56788858e-06,2.42396965e-06,2.18196350e-06],
 [2.80666433e-06,2.58971854e-06,2.62353974e-06,2.41331775e-06],
 [0.00000000e+00,0.00000000e+00,2.77399216e-06,0.00000000e+00]]","[[ 0.08280013, 0.0152652 , 0.08527878, 0.0153402 ],
 [ 0.06854738, 0.0510309 , 0.07642035, 0.11504796],
 [ 0.01043258, 0.        , 0.01048002,-0.01453096],
 [ 0.06489142, 0.        , 0.04927972,-0.01174767],
 [ 0.08532202, 0.        , 0.04061684, 0.50338681],
 [ 0.08532392, 0.        , 0.05611678,-0.01104413]]"
"[[2.38618423e-06,2.94566063e-06,2.45566603e-06,2.27577913e-06],
 [2.50995056e-06,3.18726649e-06,2.53321615e-06,2.38333321e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.28747835e-06,2.80196624e-06,2.34987661e-06,2.22326619e-06],
 [2.49346730e-06,3.04201656e-06,2.52289316e-06,2.31252802e-06],
 [0.00000000e+00,3.40333245e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.06815199, 0.06925672, 0.05968648, 0.07878419],
 [ 0.01288379, 0.07817112, 0.01158358, 0.06086933],
 [ 0.07936078, 0.        , 0.0685274 ,-0.01418454],
 [ 0.07173215, 0.        , 0.08378488, 0.50441004],
 [ 0.08043665, 0.        , 0.09114353,-0.01166009],
 [ 0.01611508, 0.        , 0.01340621,-0.01128762]]"
"[[2.64893981e-06,2.65791882e-06,2.21612540e-06,2.72002315e-06],
 [2.81858117e-06,2.66134592e-06,2.30328399e-06,2.66082535e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.59435753e-06,2.53571827e-06,2.16022229e-06,2.59648479e-06],
 [2.59675452e-06,2.64190564e-06,2.25798475e-06,2.63945043e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.04902181,0.07657285,0.076411  ,0.10629882],
 [0.0923696 ,0.04467771,0.07096083,0.07448659],
 [0.05900164,0.        ,0.06982679,0.        ],
 [0.11349763,0.        ,0.08684216,0.        ],
 [0.15734541,0.        ,0.03310471,0.        ],
 [0.05820073,0.        ,0.09783346,0.        ]]"
"[[2.38381320e-06,2.57345961e-06,2.46610659e-06,2.40926972e-06],
 [2.53139035e-06,2.63071399e-06,2.61736907e-06,2.57778165e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.29245039e-06,2.48987153e-06,2.38656151e-06,2.35757813e-06],
 [2.49761884e-06,2.53724155e-06,2.53415563e-06,2.45227787e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.04406022,0.08191583,0.02887418,0.07310481],
 [0.1073872 ,0.0958588 ,0.09886305,0.04872417],
 [0.06254368,0.        ,0.05881712,0.        ],
 [0.05608117,0.        ,0.07476958,0.        ],
 [0.06440977,0.        ,0.13491017,0.        ],
 [0.0409243 ,0.        ,0.03225693,0.        ]]"
"[[2.43056346e-06,2.40634826e-06,2.62046129e-06,2.74707656e-06],
 [2.52249364e-06,2.59401458e-06,2.71700390e-06,2.91185020e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.34473257e-06,2.34082363e-06,2.51647828e-06,2.66231483e-06],
 [2.47490050e-06,2.49771683e-06,2.64507692e-06,2.72498685e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.0872504 ,0.06169864,0.07985501,0.08026061],
 [0.04561302,0.10879172,0.05607999,0.03712636],
 [0.09483319,0.        ,0.07581745,0.        ],
 [0.08053736,0.        ,0.08555916,0.        ],
 [0.04126074,0.        ,0.10215458,0.        ],
 [0.10843865,0.        ,0.09605933,0.        ]]"
